GTA SA MEMORY FUNCTIONS/MEMORY ADDRESS research

(offsets) for GTA SA PC only!! (see notes at bottom of file incase you happen to see some mobile-related stuff come across..)

  Address            FUNCTION
 0001:00225260       CTaskComplexKillPedOnFoot::ControlSubTask(CPed *)
 0001:00225A80       CTaskComplexKillPedOnFootStealth::~CTaskComplexKillPedOnFootStealth()
 0001:00225AA0       CTaskComplexKillPedOnFootMelee::~CTaskComplexKillPedOnFootMelee()
 0001:00225D90       CTaskComplexKillPedOnFootMelee::ControlSubTask(CPed *)
 0001:00225FA0       CTaskComplexKillPedOnFootArmed::~CTaskComplexKillPedOnFootArmed()
 0001:002265E0       CTaskSimpleGangDriveBy::~CTaskSimpleGangDriveBy()
 0001:00226600       CTaskSimpleGangDriveBy::LookForTarget(CPed *)
 0001:00226B20       CTaskSimpleGangDriveBy::ManageAnim(CPed *)
 0001:00226CC0       CTaskSimpleGangDriveBy::FireGun(CPed *)
 0001:00227350       CTaskSimpleGangDriveBy::AimGun(CPed *)
 0001:00227780       CTaskComplexDestroyCar::~CTaskComplexDestroyCar()
 0001:002278C0       CTaskComplexDestroyCar::ControlSubTask(CPed *)
 0001:002279D0       CTaskComplexDestroyCarMelee::~CTaskComplexDestroyCarMelee()
 0001:00227C60       CTaskComplexDestroyCarArmed::~CTaskComplexDestroyCarArmed()
 0001:00227FA0       CTaskComplexDestroyCarArmed::ControlSubTask(CPed *)
 0001:00228060       CTaskComplexRoadRage::~CTaskComplexRoadRage()
 0001:002283A0       CTaskComplexKillAllThreats::~CTaskComplexKillAllThreats()
 0001:002283C0       CTaskComplexKillAllThreats::CreateNextSubTask(CPed *)
 0001:00228480       CTaskComplexKillAllThreats::CreateFirstSubTask(CPed *)
 0001:00228550       CTaskComplexKillPedGroupOnFoot::~CTaskComplexKillPedGroupOnFoot()
 0001:00228570       CTaskComplexKillPedGroupOnFoot::CreateNextSubTask(CPed *)
 0001:00228630       CTaskComplexKillPedGroupOnFoot::CreateFirstSubTask(CPed *)
 0001:002286B0       CTaskSimpleStealthKill::~CTaskSimpleStealthKill()
 0001:002288E0       CTaskComplexKillPedFromBoat::~CTaskComplexKillPedFromBoat()
 0001:00228900       CTaskComplexSeekCoverUntilTargetDead::~CTaskComplexSeekCoverUntilTargetDead()
 0001:00228920       CTaskSimpleFight::ProcessPed(CPed *)
 0001:002290A0       CTaskSimpleFightingControl::ProcessPed(CPed *)
 0001:00229380       CTaskSimpleUseGun::ProcessPed(CPed *)
 0001:0022A150       CTaskComplexKillPedOnFoot::CreateNextSubTask(CPed *)
 0001:0022A490       CTaskComplexKillPedOnFoot::CreateFirstSubTask(CPed *)
 0001:0022A790       CTaskComplexKillPedOnFootStealth::CreateNextSubTask(CPed *)
 0001:0022A810       CTaskComplexKillPedOnFootStealth::CreateFirstSubTask(CPed *)
 0001:0022A840       CTaskComplexKillPedOnFootStealth::ControlSubTask(CPed *)
 0001:0022AC10       CTaskComplexKillPedOnFootMelee::CreateNextSubTask(CPed *)
 0001:0022AE30       CTaskComplexKillPedOnFootMelee::CreateFirstSubTask(CPed *)
 0001:0022AF00       CTaskComplexKillPedOnFootArmed::CreateFirstSubTask(CPed *)
 0001:0022B190       CTaskComplexKillPedOnFootArmed::CreateNextSubTask(CPed *)
 0001:0022BCE0       CTaskComplexKillPedOnFootArmed::ControlSubTask(CPed *)
 0001:0022C290       CTaskSimpleGangDriveBy::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022C3B0       CTaskSimpleGangDriveBy::ProcessPed(CPed *)
 0001:0022C9E0       CTaskComplexDestroyCar::CreateNextSubTask(CPed *)
 0001:0022CA90       CTaskComplexDestroyCar::CreateFirstSubTask(CPed *)
 0001:0022CB20       CTaskComplexDestroyCarMelee::CreateFirstSubTask(CPed *)
 0001:0022CC20       CTaskComplexDestroyCarMelee::CreateNextSubTask(CPed *)
 0001:0022CDB0       CTaskComplexDestroyCarMelee::ControlSubTask(CPed *)
 0001:0022CF20       CTaskComplexDestroyCarArmed::CreateNextSubTask(CPed *)
 0001:0022D0A0       CTaskComplexDestroyCarArmed::CreateFirstSubTask(CPed *)
 0001:0022D170       CTaskComplexRoadRage::CreateFirstSubTask(CPed *)
 0001:0022D270       CTaskComplexRoadRage::CreateNextSubTask(CPed *)
 0001:0022D3F0       CTaskComplexRoadRage::ControlSubTask(CPed *)
 0001:0022D540       CTaskSimpleStealthKill::ProcessPed(CPed *)
 0001:0022D6C0       CTaskComplexSeekCoverUntilTargetDead::CreateFirstSubTask(CPed *)
 0001:0022D8B0       CTaskComplexSeekCoverUntilTargetDead::ControlSubTask(CPed *)
 0001:0022DC30       CTaskSimpleIKChain::GetTaskType(void)
 0001:0022E1D0       CTaskComplexLeaveCarAndDie::Clone(void)
 0001:0022E240       CTaskComplexLeaveCarAndDie::GetTaskType(void)
 0001:0022E250       CTaskComplexLeaveCarAndDie::~CTaskComplexLeaveCarAndDie()
 0001:0022E310       CTaskSimpleStandStill::CTaskSimpleStandStill(int,bool,bool,float)
 0001:0022E350       CTaskSimpleStandStill::GetTaskType(void)
 0001:0022E5B0       CTaskSimpleSetStayInSamePlace::GetTaskType(void)
 0001:0022E5C0       CTaskSimpleSetStayInSamePlace::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022E5E0       CTaskSimpleSetStayInSamePlace::ProcessPed(CPed *)
 0001:0022E630       CTaskSimpleSetKindaStayInSamePlace::GetTaskType(void)
 0001:0022E640       CTaskSimpleSetKindaStayInSamePlace::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022E660       CTaskSimpleSetKindaStayInSamePlace::ProcessPed(CPed *)
 0001:0022E6B0       CTaskSimpleDuckToggle::GetTaskType(void)
 0001:0022E6C0       CTaskSimpleDuckToggle::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022E6E0       CTaskSimpleDuckToggle::ProcessPed(CPed *)
 0001:0022EA50       CTaskSimpleDie::GetTaskType(void)
 0001:0022EBA0       CTaskSimpleDie::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022EC60       CTaskSimpleDieInCar::GetTaskType(void)
 0001:0022ECB0       CTaskComplexDieInCar::GetTaskType(void)
 0001:0022ECC0       CTaskComplexDieInCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022EF00       CTaskSimpleDrown::GetTaskType(void)
 0001:0022EF40       CTaskSimpleDrownInCar::GetTaskType(void)
 0001:0022EF50       CTaskSimpleDrownInCar::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022EF70       CTaskSimpleDrownInCar::ProcessPed(CPed *)
 0001:0022F0B0       CTaskComplexDie::GetTaskType(void)
 0001:0022F0D0       CTaskComplexDie::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022F1E0       CTaskComplexDie::CreateNextSubTask(CPed *)
 0001:0022F2D0       CTaskComplexDie::CreateFirstSubTask(CPed *)
 0001:0022F580       CTaskComplexDie::ControlSubTask(CPed *)
 0001:0022F5D0       CTaskSimpleDead::GetTaskType(void)
 0001:0022F5E0       CTaskSimpleDead::MakeAbortable(CPed *,int,CEvent const*)
 0001:0022F600       CTaskSimpleDead::ProcessPed(CPed *)
 0001:0022FF50       CTaskSimpleTired::GetTaskType(void)
 0001:0022FFF0       CTaskSimpleTired::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230060       CTaskSimpleSitDown::GetTaskType(void)
 0001:002300D0       CTaskSimpleSitDown::MakeAbortable(CPed *,int,CEvent const*)
 0001:002301A0       CTaskSimpleSitIdle::GetTaskType(void)
 0001:002301E0       CTaskSimpleSitIdle::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230310       CTaskSimpleStandUp::GetTaskType(void)
 0001:00230380       CTaskSimpleStandUp::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230490       CTaskComplexSitDownThenIdleThenStandUp::GetTaskType(void)
 0001:00230510       CTaskComplexSitDownThenIdleThenStandUp::MakeAbortable(CPed *,int,CEvent const*)
 0001:002306A0       CTaskComplexSitDownThenIdleThenStandUp::CreateFirstSubTask(CPed *)
 0001:00230730       CTaskComplexSitDownThenIdleThenStandUp::ControlSubTask(CPed *)
 0001:002307B0       CTaskComplexObserveTrafficLights::GetTaskType(void)
 0001:002307D0       CTaskComplexObserveTrafficLights::MakeAbortable(CPed *,int,CEvent const*)
 0001:002307E0       CTaskComplexObserveTrafficLights::CreateNextSubTask(CPed *)
 0001:002308D0       CTaskComplexObserveTrafficLights::CreateFirstSubTask(CPed *)
 0001:002308E0       CTaskComplexObserveTrafficLights::ControlSubTask(CPed *)
 0001:00230940       CTaskComplexObserveTrafficLightsAndAchieveHeading::GetTaskType(void)
 0001:00230950       CTaskComplexObserveTrafficLightsAndAchieveHeading::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230A70       CTaskComplexObserveTrafficLightsAndAchieveHeading::CreateNextSubTask(CPed *)
 0001:00230AC0       CTaskComplexObserveTrafficLightsAndAchieveHeading::CreateFirstSubTask(CPed *)
 0001:00230AD0       CTaskComplexObserveTrafficLightsAndAchieveHeading::ControlSubTask(CPed *)
 0001:00230B10       CTaskComplexCrossRoadLookAndAchieveHeading::GetTaskType(void)
 0001:00230B20       CTaskComplexCrossRoadLookAndAchieveHeading::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230C40       CTaskComplexCrossRoadLookAndAchieveHeading::CreateNextSubTask(CPed *)
 0001:00230C90       CTaskComplexCrossRoadLookAndAchieveHeading::CreateFirstSubTask(CPed *)
 0001:00230CB0       CTaskComplexCrossRoadLookAndAchieveHeading::ControlSubTask(CPed *)
 0001:00230CE0       CTaskSimpleTurn180::GetTaskType(void)
 0001:00230CF0       CTaskSimpleTurn180::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230D90       CTaskComplexHitResponse::GetTaskType(void)
 0001:00230DB0       CTaskComplexHitResponse::CreateNextSubTask(CPed *)
 0001:00230DC0       CTaskComplexHitResponse::ControlSubTask(CPed *)
 0001:00230DF0       CTaskComplexHitByGunResponse::GetTaskType(void)
 0001:00230E00       CTaskComplexHitByGunResponse::MakeAbortable(CPed *,int,CEvent const*)
 0001:00230E40       CTaskComplexHitByGunResponse::CreateNextSubTask(CPed *)
 0001:00230E50       CTaskComplexHitByGunResponse::CreateFirstSubTask(CPed *)
 0001:00230F70       CTaskComplexHitByGunResponse::ControlSubTask(CPed *)
 0001:00231040       CTaskComplexSunbathe::GetTaskType(void)
 0001:002310F0       CTaskComplexSunbathe::MakeAbortable(CPed *,int,CEvent const*)
 0001:00231260       CTaskComplexUseEffect::GetTaskType(void)
 0001:002312F0       CTaskComplexUseEffect::MakeAbortable(CPed *,int,CEvent const*)
 0001:00231420       CTaskComplexUseEffect::CreateNextSubTask(CPed *)
 0001:00231460       CTaskComplexUseEffect::CreateFirstSubTask(CPed *)
 0001:00231570       CTaskComplexUseEffect::ControlSubTask(CPed *)
 0001:00231640       CTaskComplexWaitAtAttractor::CreateNextSubTask(CPed *)
 0001:00231650       CTaskComplexWaitAtAttractor::CreateFirstSubTask(CPed *)
 0001:002316E0       CTaskComplexWaitAtAttractor::ControlSubTask(CPed *)
 0001:00231710       CTaskComplexUseAttractor::GetTaskType(void)
 0001:00231730       CTaskComplexUseAttractor::CreateNextSubTask(CPed *)
 0001:002317C0       CTaskComplexUseAttractor::ControlSubTask(CPed *)
 0001:00231820       CTaskComplexWaitForDryWeather::GetTaskType(void)
 0001:00231840       CTaskComplexWaitForDryWeather::CreateNextSubTask(CPed *)
 0001:00231860       CTaskComplexWaitForDryWeather::CreateFirstSubTask(CPed *)
 0001:002318F0       CTaskComplexWaitForDryWeather::ControlSubTask(CPed *)
 0001:00231920       CTaskComplexWaitForBus::GetTaskType(void)
 0001:00231940       CTaskComplexWaitForBus::CreateNextSubTask(CPed *)
 0001:00231A40       CTaskComplexWaitForBus::ControlSubTask(CPed *)
 0001:00231A70       CTaskSimpleWaitForBus::GetTaskType(void)
 0001:00231A80       CTaskSimpleWaitForBus::MakeAbortable(CPed *,int,CEvent const*)
 0001:00231AA0       CTaskSimpleWaitForBus::ProcessPed(CPed *)
 0001:00231B50       CTaskSimpleWaitForPizza::GetTaskType(void)
 0001:00231B60       CTaskSimpleWaitForPizza::MakeAbortable(CPed *,int,CEvent const*)
 0001:00231B80       CTaskSimpleWaitForPizza::ProcessPed(CPed *)
 0001:00231C00       CTaskComplexSequence::MakeAbortable(CPed *,int,CEvent const*)
 0001:00231C10       CTaskComplexSequence::Flush(void)
 0001:00231C60       CTaskComplexSequence::GetTaskType(void)
 0001:00231D00       CTaskComplexSequence::ControlSubTask(CPed *)
 0001:00231DD0       CTaskSequences::CleanUpForShutdown(void)
 0001:00231E90       CTaskComplexBeInGroup::GetTaskType(void)
 0001:00231EB0       CTaskComplexBeInGroup::MakeAbortable(CPed *,int,CEvent const*)
 0001:00231F40       CTaskComplexBeInGroup::CreateNextSubTask(CPed *)
 0001:00231FB0       CTaskComplexBeInGroup::CreateFirstSubTask(CPed *)
 0001:002321D0       CTaskComplexUsePairedAttractor::GetTaskType(void)
 0001:00232280       CTaskComplexAttractorPartnerWait::GetTaskType(void)
 0001:002322A0       CTaskComplexAttractorPartnerWait::CreateNextSubTask(CPed *)
 0001:002322B0       CTaskComplexAttractorPartnerWait::ControlSubTask(CPed *)
 0001:002322F0       CTaskComplexUseAttractorPartner::GetTaskType(void)
 0001:00232310       CTaskComplexUseAttractorPartner::CreateNextSubTask(CPed *)
 0001:00232320       CTaskComplexUseAttractorPartner::ControlSubTask(CPed *)
 0001:00232350       CTaskComplexUseScriptedAttractor::GetTaskType(void)
 0001:00232370       CTaskComplexUseScriptedAttractor::CreateNextSubTask(CPed *)
 0001:00232380       CTaskComplexUseScriptedAttractor::ControlSubTask(CPed *)
 0001:002323B0       CTaskComplexOnFire::GetTaskType(void)
 0001:00232590       CTaskSimplePlayerOnFire::GetTaskType(void)
 0001:002325A0       CTaskSimplePlayerOnFire::MakeAbortable(CPed *,int,CEvent const*)
 0001:002325C0       CTaskSimplePlayerOnFire::ProcessPed(CPed *)
 0001:00232820       CTaskSimpleIKManager::GetTaskType(void)
 0001:002328A0       CTaskSimpleIKManager::MakeAbortable(CPed *,int,CEvent const*)
 0001:002328E0       CTaskSimpleIKManager::ProcessPed(CPed *)
 0001:00232B00       CTaskSimpleIKChain::Clone(void)
 0001:00232BD0       CTaskSimpleIKChain::CreateIKChain(CPed *)
 0001:00232C80       CTaskSimpleIKChain::ProcessPed(CPed *)
 0001:00232EE0       CTaskSimpleIKLookAt::GetTaskType(void)
 0001:00232F00       CTaskSimpleIKLookAt::Clone(void)
 0001:00232FC0       CTaskSimpleIKLookAt::CreateIKChain(CPed *)
 0001:00233230       CTaskSimpleIKPointArm::GetTaskType(void)
 0001:00233250       CTaskSimpleIKPointArm::Clone(void)
 0001:002332F0       CTaskSimpleIKPointArm::CreateIKChain(CPed *)
 0001:002334F0       CTaskSimpleTriggerLookAt::GetTaskType(void)
 0001:00233560       CTaskSimpleTriggerLookAt::Clone(void)
 0001:00233610       CTaskSimpleTriggerLookAt::MakeAbortable(CPed *,int,CEvent const*)
 0001:00233620       CTaskSimpleTriggerLookAt::ProcessPed(CPed *)
 0001:00233690       CTaskSimpleClearLookAt::GetTaskType(void)
 0001:002336B0       CTaskSimpleClearLookAt::MakeAbortable(CPed *,int,CEvent const*)
 0001:002336C0       CTaskSimpleClearLookAt::ProcessPed(CPed *)
 0001:00233710       CTaskComplexUseClosestFreeScriptedAttractor::GetTaskType(void)
 0001:00233730       CTaskComplexUseClosestFreeScriptedAttractor::CreateNextSubTask(CPed *)
 0001:00233890       CTaskComplexUseClosestFreeScriptedAttractor::ControlSubTask(CPed *)
 0001:002338D0       CTaskComplexUseMobilePhone::GetTaskType(void)
 0001:00233930       CTaskComplexUseMobilePhone::MakeAbortable(CPed *,int,CEvent const*)
 0001:00233A60       CTaskComplexUseMobilePhone::CreateNextSubTask(CPed *)
 0001:00233C10       CTaskComplexUseMobilePhone::CreateFirstSubTask(CPed *)
 0001:00233D60       CTaskComplexUseMobilePhone::ControlSubTask(CPed *)
 0001:00233F10       CTaskComplexUseGoggles::GetTaskType(void)
 0001:00233F30       CTaskComplexUseGoggles::MakeAbortable(CPed *,int,CEvent const*)
 0001:00233F40       CTaskComplexUseGoggles::CreateNextSubTask(CPed *)
 0001:00233F90       CTaskComplexUseGoggles::CreateFirstSubTask(CPed *)
 0001:00234050       CTaskComplexUseGoggles::ControlSubTask(CPed *)
 0001:002340F0       CTaskComplexInWater::GetTaskType(void)
 0001:00234110       CTaskComplexInWater::CreateNextSubTask(CPed *)
 0001:00234200       CTaskComplexInWater::CreateFirstSubTask(CPed *)
 0001:00234420       CTaskComplexInWater::ControlSubTask(CPed *)
 0001:00234490       CTaskComplexUseSequence::GetTaskType(void)
 0001:002344A0       CTaskComplexUseSequence::CreateNextSubTask(CPed *)
 0001:002344D0       CTaskComplexUseSequence::CreateFirstSubTask(CPed *)
 0001:00234530       CTaskComplexUseSequence::ControlSubTask(CPed *)
 0001:002345C0       CTaskSimpleWaitUntilAreaCodesMatch::GetTaskType(void)
 0001:002345D0       CTaskSimpleWaitUntilAreaCodesMatch::MakeAbortable(CPed *,int,CEvent const*)
 0001:00234640       CTaskSimpleWaitUntilAreaCodesMatch::ProcessPed(CPed *)
 0001:002348F0       CTaskComplexUseScriptedBrain::GetTaskType(void)
 0001:00234970       CTaskComplexUseScriptedBrain::MakeAbortable(CPed *,int,CEvent const*)
 0001:002349C0       CTaskComplexUseScriptedBrain::CreateNextSubTask(CPed *)
 0001:00234A90       CTaskComplexUseScriptedBrain::CreateFirstSubTask(CPed *)
 0001:00234B60       CTaskComplexUseScriptedBrain::ControlSubTask(CPed *)
 0001:00234BD0       CTaskSimpleSetStayInSamePlace::Clone(void)
 0001:00234C30       CTaskSimpleSetKindaStayInSamePlace::Clone(void)
 0001:00234C90       CTaskSimpleDuckToggle::Clone(void)
 0001:00234CF0       CTaskSimpleStandStill::Clone(void)
 0001:00234DA0       CTaskSimpleDie::Clone(void)
 0001:00234E60       CTaskSimpleDrown::Clone(void)
 0001:00234EF0       CTaskSimpleDieInCar::Clone(void)
 0001:00234F90       CTaskComplexDieInCar::Clone(void)
 0001:00235010       CTaskSimpleDrownInCar::Clone(void)
 0001:00235060       CTaskComplexDie::Clone(void)
 0001:00235100       CTaskSimpleDead::Clone(void)
 0001:00235180       CTaskSimpleTired::Clone(void)
 0001:00235200       CTaskSimpleSitDown::Clone(void)
 0001:00235280       CTaskSimpleSitIdle::Clone(void)
 0001:00235310       CTaskSimpleStandUp::Clone(void)
 0001:00235390       CTaskComplexSitDownThenIdleThenStandUp::Clone(void)
 0001:00235410       CTaskComplexObserveTrafficLights::Clone(void)
 0001:00235490       CTaskComplexObserveTrafficLightsAndAchieveHeading::Clone(void)
 0001:00235500       CTaskComplexCrossRoadLookAndAchieveHeading::Clone(void)
 0001:00235570       CTaskSimpleTurn180::Clone(void)
 0001:002355E0       CTaskComplexHitResponse::Clone(void)
 0001:00235640       CTaskComplexHitByGunResponse::Clone(void)
 0001:002356A0       CTaskComplexSunbathe::Clone(void)
 0001:00235710       CTaskComplexUseEffect::Clone(void)
 0001:002357B0       CTaskComplexUseEffectRunning::GetTaskType(void)
 0001:002357C0       CTaskComplexUseEffectRunning::Clone(void)
 0001:00235830       CTaskComplexUseEffectRunning::~CTaskComplexUseEffectRunning()
 0001:00235890       CTaskComplexUseEffectSprinting::GetTaskType(void)
 0001:002358A0       CTaskComplexUseEffectSprinting::Clone(void)
 0001:00235910       CTaskComplexUseEffectSprinting::~CTaskComplexUseEffectSprinting()
 0001:002359B0       CTaskComplexUseAttractor::Clone(void)
 0001:00235A10       CTaskComplexWaitForDryWeather::Clone(void)
 0001:00235A60       CTaskComplexWaitForBus::Clone(void)
 0001:00235AD0       CTaskSimpleWaitForBus::Clone(void)
 0001:00235B40       CTaskSimpleWaitForPizza::Clone(void)
 0001:00235BE0       CTaskComplexBeInGroup::Clone(void)
 0001:00235C70       CTaskComplexUsePairedAttractor::Clone(void)
 0001:00235CF0       CTaskComplexAttractorPartnerWait::Clone(void)
 0001:00235D60       CTaskComplexUseAttractorPartner::Clone(void)
 0001:00235DD0       CTaskComplexUseScriptedAttractor::Clone(void)
 0001:00235E30       CTaskComplexOnFire::Clone(void)
 0001:00235E80       CTaskSimplePlayerOnFire::Clone(void)
 0001:00235F00       CTaskSimpleIKChain::~CTaskSimpleIKChain()
 0001:00235F20       CTaskSimpleClearLookAt::Clone(void)
 0001:00235F70       CTaskComplexUseClosestFreeScriptedAttractor::Clone(void)
 0001:00235FD0       CTaskComplexUseMobilePhone::Clone(void)
